"Incident_ID","Reliability","Date","Quarter","Full_Location","School","City","State","School_Level","Location","Location_Type","During_School","Time_Period","Situation","Bullied","Domestic_Violence","Gang_Related","Preplanned","Shots_Fired","lon","lat"
"19780209WVHAS","2",1978-02-09,"Winter","Hayes Junior High School St. Albans WV","Hayes Junior High School","St. Albans","WV","Junior High","Hallway","Inside School Building","Yes","Morning Classes","Bullying","Yes","No","No","No","3",-81.8419885,38.3732171
"19780111KYCHH","2",1978-01-11,"Winter","Christian County Middle School Hopkinsville KY","Christian County Middle School","Hopkinsville","KY","Middle","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute",NA,"No","No","No","1",-87.4917449,36.8770866
"19771215MABLC","2",1977-12-15,"Winter","Blue Hills Vocational High School Canton MA","Blue Hills Vocational High School","Canton","MA","High","Classroom","Inside School Building","Yes",NA,"Escalation of Dispute",NA,"No","No","Yes",NA,-71.1032982,42.1834614
"19771212FLWEW","2",1977-12-12,"Winter","West Orange High School Winter Garden FL","West Orange High School","Winter Garden","FL","High","Office","Inside School Building","No","After School","Anger Over Grade/Suspension/Discipline","No","No","No","No","<10",-81.5684275,28.5406621
"19771209CAPES","2",1977-12-09,"Winter","Petaluma McNear Elementary Santa Rosa CA","Petaluma McNear Elementary","Santa Rosa","CA","Elementary","Office","Inside School Building","Yes",NA,"Domestic w/ Targeted Victim","No","Yes","No","No","3",-122.6365764,38.2231456
"19771129MOVAS","2",1977-11-29,"Fall","Vashon High School St. Louis MO","Vashon High School","St. Louis","MO","High","Hallway","Inside School Building","Yes",NA,"Escalation of Dispute",NA,NA,"No","No",NA,-90.2211319,38.6477846
"19771129MOHAS","2",1977-11-29,"Fall","Hazelwood Central Senior High School St. Louis MO","Hazelwood Central Senior High School","St. Louis","MO","High","Outside on School Property","Outside on School Property","No","School Event","Indiscriminate Shooting",NA,NA,"No",NA,"10",-90.3146573,38.8309835
"19770711COSOC","2",1977-07-11,"Summer","South Junior High School Colorado Springs CO","South Junior High School","Colorado Springs","CO","Junior High","Beside Building","Outside on School Property","No","Not a School Day","Escalation of Dispute","No","No","No","No","1",-104.8213634,38.8338816
"19770622ILHOC","2",1977-06-22,"Summer","Holy Trinity High School Chicago IL","Holy Trinity High School","Chicago","IL","High","Beside Building","Outside on School Property","Yes",NA,"Escalation of Dispute","No","No","No","No",NA,-87.6639678,41.9032545
"19770517FLSTC","2",1977-05-17,"Spring","Stone Middle School Cocoa FL","Stone Middle School","Cocoa","FL","Middle","Playground","Outside on School Property","No","Sport Event","Drive-by Shooting",NA,NA,"No","No",NA,-80.7419984,28.3861159
"19770418TNPIN","2",1977-04-18,"Spring","Pioneer Christian Academy Nashville TN","Pioneer Christian Academy","Nashville","TN","Other","Parking Lot","Outside on School Property","Yes","School Start","Domestic w/ Targeted Victim","No","Yes","No","No",NA,-86.7816016,36.1626638
"19770407TXWHW","3",1977-04-07,"Spring","Whitharral High School Whitharral TX","Whitharral High School","Whitharral","TX","High","Beside Building","Outside on School Property","Yes","Morning Classes","Psychosis","No","No","No","Yes","3",-102.3266208,33.7379856
"19770308ILCOE","2",1977-03-08,"Spring","Collinsville High School Edwardsville IL","Collinsville High School","Edwardsville","IL","High","Hallway","Inside School Building","Yes","Lunch","Anger Over Grade/Suspension/Discipline","No","No","No","No","2",-90.011673,38.6469424
"19770228TXHOA","2",1977-02-28,"Winter","Horace Mann Junior High School Amarillo TX","Horace Mann Junior High School","Amarillo","TX","Junior High","Inside School Building","Inside School Building","Yes",NA,"Escalation of Dispute","No","No","No","No","1",-101.8288609,35.218325
"19770228MOROS","4",1977-02-28,"Winter","Roosevelt High School St. Louis MO","Roosevelt High School","St. Louis","MO","High","ND","ND","Yes","Unknown","Escalation of Dispute","No","No","No","No",NA,-90.2368527,38.6002121
"19770209ILFEC","2",1977-02-09,"Winter","Fenger High School Chicago IL","Fenger High School","Chicago","IL","High","Hallway","Inside School Building","Yes","Afternoon Classes","Escalation of Dispute","No","No","No","No","<10",-87.63784,41.6897069
"19770113ILOLB","2",1977-01-13,"Winter","Old Main Eisenhower High School Blue Island IL","Old Main Eisenhower High School","Blue Island","IL","High","Gym","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","1",-87.6957612,41.6617824
"19761210MOFRS","2",1976-12-10,"Winter","Fremont School St. Louis MO","Fremont School","St. Louis","MO","Elementary","Inside School Building","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline","No","No","No","No","4",-90.219001,38.6006072
"19761110MIBUD","2",1976-11-10,"Fall","Burt Elementary School Detroit MI","Burt Elementary School","Detroit","MI","Elementary","Classroom","Inside School Building","Yes","Morning Classes","Domestic w/ Targeted Victim","No","Yes","No","No","4",-83.2445566,42.4065353
"19760920NCGUG","2",1976-09-20,"Fall","Guildord County School Bus Greensboro NC","Guildord County School Bus","Greensboro","NC",NA,"School Bus","School Bus","Yes",NA,"Indiscriminate Shooting","No","No","No","No","2",-79.8296743,36.0899873
"19760514FLPAW","2",1976-05-14,"Spring","Palm Beach Gardens High School West Palm Beach FL","Palm Beach Gardens High School","West Palm Beach","FL","High","Outside on School Property","Outside on School Property","Yes","Lunch","Escalation of Dispute","No","No","No","No","3",-80.1003646,26.8240402
"19760513MOMAS","2",1976-05-13,"Spring","Mark Twain School St. Louis MO","Mark Twain School","St. Louis","MO","Elementary","Cafeteria","Inside School Building","Yes","Lunch","Escalation of Dispute","No","No","No","No",NA,-90.2423876,38.6904483
"19760412TXODF","2",1976-04-12,"Spring","O D Wyatt High School Fort Worth TX","O D Wyatt High School","Fort Worth","TX","High","Hallway","Inside School Building","Yes","Afternoon Classes","Escalation of Dispute",NA,"No","No","No","<10",-97.2942525,32.6836655
"19760212MIMUD","2",1976-02-12,"Winter","Murray-Wright High School Detroit MI","Murray-Wright High School","Detroit","MI","High","Hallway","Inside School Building","Yes",NA,"Escalation of Dispute","No","Yes","No","No","<10",-83.0836558,42.3494717
"19760206FLESP","3",1976-02-06,"Winter","Escambia High School Pensacola FL","Escambia High School","Pensacola","FL","High","Outside on School Property","Outside on School Property","Yes","Afternoon Classes","Racial","No","No","No","No",NA,-87.2996598,30.4268169
"19760123OHCOC","2",1976-01-23,"Winter","Columbus Central High School Columbus OH","Columbus Central High School","Columbus","OH","High","Office","Inside School Building","Yes","Afternoon Classes","Unknown",NA,NA,"No","No","2",-83.0228572,39.9577849
"19760101AZCAP","2",1976-01-01,"Winter","Camelback High School Phoenix AZ","Camelback High School","Phoenix","AZ","High","Outside on School Property","Outside on School Property","No","Before School","Indiscriminate Shooting","No","No","No","No","10",-112.0237592,33.5040893
"19751218CAORS","2",1975-12-18,"Winter","Orange High School Santa Ana CA","Orange High School","Santa Ana","CA","High","Beside Building","Outside on School Property","Yes","Lunch","Escalation of Dispute","No","No","No","No","1",-117.8479511,33.7964141
"19751024GAMUA","2",1975-10-24,"Fall","Murphy High School Atlanta GA","Murphy High School","Atlanta","GA","High","Office","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline","No","No","No","No","1",-84.3547302,33.7820585
"19751001NMHEA","3",1975-10-01,"Fall","Hermosa Elementary School Artesia NM","Hermosa Elementary School","Artesia","NM","Elementary","Classroom","Inside School Building","Yes","Before School","Anger Over Grade/Suspension/Discipline","No","No","No","No","6",-104.4035617,32.8272176
"19750911OKGRO","5",1975-09-11,"Fall","Grant High School Oklahoma City OK","Grant High School","Oklahoma City","OK","High","Inside School Building","Inside School Building","Yes",NA,"Racial","No","No","No","No",NA,-97.5451278,35.4147949
"19750711MOCES","2",1975-07-11,"Summer","Central High School St. Louis MO","Central High School","St. Louis","MO","High","School Bus","School Bus","Yes","School Start","Escalation of Dispute","No","No","No","No",NA,-90.2708809,38.6046182
"19750709ILDEC","2",1975-07-09,"Summer","Dett Elementary School Chicago IL","Dett Elementary School","Chicago","IL","Elementary","Beside Building","Outside on School Property","Yes","Before School","Domestic w/ Targeted Victim","No","Yes","No","No","2",-87.6804568,41.8797104
"19750527MIPID","2",1975-05-27,"Spring","Pitcher School Detroit MI","Pitcher School","Detroit","MI","Elementary","Outside on School Property","Outside on School Property","No","After School","Escalation of Dispute","No","No","No","No","1",-83.2285989,42.4365893
"19750515MOROS","2",1975-05-15,"Spring","Rock Junior High School St. Louis MO","Rock Junior High School","St. Louis","MO","Junior High","Office","Inside School Building","Yes","Afternoon Classes","Anger Over Grade/Suspension/Discipline","No","No","No","No","1",-90.1994042,38.6270025
"19750321OHPAD","2",1975-03-21,"Spring","Patterson Cooperative High School Dayton OH","Patterson Cooperative High School","Dayton","OH","High","Classroom","Inside School Building","Yes","Before School","Illegal Activity","No","No","No","Yes","1",-84.1916069,39.7589478
"19750318MOSUS","2",1975-03-18,"Spring","Sumner High School St. Louis MO","Sumner High School","St. Louis","MO","High","Inside School Building","Inside School Building","Yes","Lunch","Escalation of Dispute","No","No","No","Yes","<10",-90.2389232,38.6596524
"19750312TXJOH","3",1975-03-12,"Spring","Jones High School Houston TX","Jones High School","Houston","TX","High","Courtyard","Outside on School Property","Yes","Afternoon Classes","Escalation of Dispute","No","No","No","No",NA,-95.3399432,29.6741447
"19750224NJSTP","2",1975-02-24,"Winter","St. James School Penns Grove NJ","St. James School","Penns Grove","NJ","K-8","Classroom","Inside School Building","Yes","Morning Classes","Psychosis",NA,"No","No","Yes","1",-75.4722898,39.726944
"19741230NYOLO","3",1974-12-30,"Winter","Olean High School Olean NY","Olean High School","Olean","NY","High","Classroom","Inside School Building","No","After School","Indiscriminate Shooting","No","No","No","Yes","50",-78.4345543,42.0825621
"19741121ARBOL","2",1974-11-21,"Fall","Booker Junior High School Little Rock AR","Booker Junior High School","Little Rock","AR","Junior High","Cafeteria","Inside School Building","Yes","Lunch","Escalation of Dispute","No","No","No","No",NA,-92.2618161,34.7289811
"19741021MDDOB","2",1974-10-21,"Fall","Douglass High School Baltimore MD","Douglass High School","Baltimore","MD","High","Inside School Building","Inside School Building","Yes","Lunch","Illegal Activity","No","No","No","No","3",-76.654405,39.3151677
"19741007LADEH","3",1974-10-07,"Fall","Destrehan High School Hahnville LA","Destrehan High School","Hahnville","LA","High","Parking Lot (Bus)","Outside on School Property","Yes","After School","Racial","No","No","No","No",NA,-90.3831854,29.9652635
"19740925CASAL","2",1974-09-25,"Fall","San Fernando High School Los Angeles CA","San Fernando High School","Los Angeles","CA","High","ND","ND","Yes",NA,"Escalation of Dispute",NA,NA,"No","No","<10",-118.442825,34.2711604
"19740923CAJED","2",1974-09-23,"Fall","Jefferson High School Daly City CA","Jefferson High School","Daly City","CA","High","Bathroom","Inside School Building","Yes",NA,"Escalation of Dispute",NA,"No","No","No","5",-122.4674364,37.6959589
"19740519FLHIO","2",1974-05-19,"Spring","Highlands Elementary School Orlando FL","Highlands Elementary School","Orlando","FL","Elementary","Outside on School Property","Outside on School Property","No","Not a School Day","Domestic w/ Targeted Victim","No","Yes","No","No","<10",-81.4116105,28.3176462
"19740510TNCHR","3",1974-05-10,"Spring","Church Hill High School Rogersville TN","Church Hill High School","Rogersville","TN","High","Parking Lot","Outside on School Property","No","Evening","Escalation of Dispute","No","No","No","No","2",-82.7134921,36.5223207
"19740322INBRB","2",1974-03-22,"Spring","Brownstown Central High School Brownstown IN","Brownstown Central High School","Brownstown","IN","High","Parking Lot","Outside on School Property","Yes","School Start","Anger Over Grade/Suspension/Discipline","No","No","No","Yes","2",-86.0457121,38.8859036
"19740207CAJAO","2",1974-02-07,"Winter","James Madison Junior High School Oakland CA","James Madison Junior High School","Oakland","CA","Junior High","Hallway","Inside School Building","Yes","Lunch","Hostage/Standoff","No","No","No","No",NA,-122.2711639,37.8043514
"19740117ILBAC","2",1974-01-17,"Winter","Barton Elementary School Chicago IL","Barton Elementary School","Chicago","IL","Elementary","Office","Inside School Building","Yes",NA,"Anger Over Grade/Suspension/Discipline",NA,"No","No","Yes","<10",-87.6713822,41.7546087
"19731213OHHUC","2",1973-12-13,"Winter","Hughes High School Cincinnati OH","Hughes High School","Cincinnati","OH","High","Hallway","Inside School Building","Yes","Afternoon Classes","Illegal Activity","No","No","No","No","3",-84.521686,39.128662
"19731108ILWOC","2",1973-11-08,"Fall","Woodell Phillips High School Chicago IL","Woodell Phillips High School","Chicago","IL","High","Entryway","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","1",-87.6197929,41.8240477
"19731024MNCEM","2",1973-10-24,"Fall","Central High School Minneapolis MN","Central High School","Minneapolis","MN","High","Outside on School Property","Outside on School Property","Yes",NA,"Escalation of Dispute","No","No","No","No","1",-93.1477342,44.9492519
"19731023OHBAB","2",1973-10-23,"Fall","Barberton High School Barberton OH","Barberton High School","Barberton","OH","High","Office","Inside School Building","Yes","Lunch","Anger Over Grade/Suspension/Discipline","No","No","No","No","3",-81.6085322,41.0258771
"19731002ILELA","2",1973-10-02,"Fall","Elmhurst Wood Park Community High School Almwood Park IL","Elmhurst Wood Park Community High School","Almwood Park","IL","High","Hallway; Beside Building","Both Inside/Outside","Yes","Afternoon Classes","Murder/Suicide","No","Yes","No","No","5",-87.8092266,41.9211423
"19730928CAWIL","2",1973-09-28,"Fall","Wilson High School Los Angeles CA","Wilson High School","Los Angeles","CA","High","Beside Building","Outside on School Property","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","3",-118.1863639,34.0697705
"19730501OHRAY","2",1973-05-01,"Spring","Rayen High School Youngtown OH","Rayen High School","Youngtown","OH","High","Parking Lot","Outside on School Property","Yes",NA,"Escalation of Dispute","No","No","No","No","<5",-80.6477754,41.1020962
"19730226VAARR","2",1973-02-26,"Winter","Armstrong High School Richmond VA","Armstrong High School","Richmond","VA","High","Inside School Building","Inside School Building","Yes","School Start","Escalation of Dispute","No","No","No","No","5",-77.4040853,37.5520803
"19730131NCCUB","2",1973-01-31,"Winter","Cumming High School Burlington NC","Cumming High School","Burlington","NC","High","Inside School Building","Inside School Building","Yes","Lunch","Illegal Activity","No","No","No","No","1",-79.3966376,36.0886279
"19730118CAJOL","2",1973-01-18,"Winter","John Marshall High School Los Angeles CA","John Marshall High School","Los Angeles","CA","High","Parking Lot","Outside on School Property","No","Sport Event","Illegal Activity","No","No","No","No","<10",-118.2774744,34.1079309
"19730105NCSOS","2",1973-01-05,"Winter","South Iredell High School Statesville NC","South Iredell High School","Statesville","NC","High","Basketball Court","Outside on School Property","No","Sport Event","Racial","No","No","No","No","5",-80.9105132,35.7163892
"19721129FLMIM","2",1972-11-29,"Fall","Miami Northwest High School Miami FL","Miami Northwest High School","Miami","FL","High","Off School Property","Off School Property","Yes",NA,"Escalation of Dispute","No","No","No","No","<5",-80.2136968,25.8383797
"19721127MIPOP","2",1972-11-27,"Fall","Pontiac Central High School Pontiac MI","Pontiac Central High School","Pontiac","MI","High","Outside on School Property","Outside on School Property","Yes",NA,"Racial","No","No","No","Yes","Multiple",-83.3028236,42.6378325
"19720921OHTHA","2",1972-09-21,"Fall","Thorton Junior High Akron OH","Thorton Junior High","Akron","OH","Junior High","Classroom","Inside School Building","Yes","Dismissal","Illegal Activity","No","No","No","No","1",-81.517683,41.0659097
"19720919TXCUH","3",1972-09-19,"Fall","Cullen Junior High Houston TX","Cullen Junior High","Houston","TX","Junior High","Inside School Building","Inside School Building","No","School Start","Domestic w/ Targeted Victim","No","Yes","No","No","9",-95.3638272,29.6913412
"19720914TXFRH","3",1972-09-14,"Fall","Francis Scott Key Junior High Houston TX","Francis Scott Key Junior High","Houston","TX","Junior High","Hallway","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline","No","No","No","No","<10",-95.329727,29.812152
"19720505INDEI","2",1972-05-05,"Spring","Decatur Central High School Indianapolis IN","Decatur Central High School","Indianapolis","IN","High","Field (General)","Outside on School Property","Yes","Afternoon Classes","Psychosis","No","No","No","No","1",-86.2768599,39.6877735
"19720504NVLIR","2",1972-05-04,"Spring","Libby Booth Elementary School Reno NV","Libby Booth Elementary School","Reno","NV","Elementary","Office","Inside School Building","Yes","Lunch","Anger Over Grade/Suspension/Discipline","No","No","No","No","3",-119.794594,39.520756
"19720412LAEAG","2",1972-04-12,"Spring","East Ascension Junior High Gonzales LA","East Ascension Junior High","Gonzales","LA","Junior High","Inside School Building","Inside School Building","Yes","After School","Domestic w/ Targeted Victim","No","Yes","No","No","2",-90.9159295,30.2374797
"19720126MDHAB","2",1972-01-26,"Winter","Harlem Park Junior High School Baltimore MD","Harlem Park Junior High School","Baltimore","MD","Junior High","Beside Building","Outside on School Property","No","Dismissal","Escalation of Dispute",NA,"No","No","No","1",-76.6398272,39.2972489
"19720124OHSTS","4",1972-01-24,"Winter","Stow High School Stow OH","Stow High School","Stow","OH","High","Classroom","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline","No","No","No","No","1",-81.3971091,41.1680875
"19720105DCPAW","2",1972-01-05,"Winter","Parkview Elementary School Washington DC","Parkview Elementary School","Washington","DC","Elementary","Classroom","Inside School Building","Yes","Morning Classes","Domestic w/ Targeted Victim","No","Yes","No","No","2",-77.0213913,38.9345928
"19711213MDCAB","2",1971-12-13,"Winter","Carver Vocational High School Baltimore MD","Carver Vocational High School","Baltimore","MD","High","Classroom","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","3",-76.6526347,39.3044007
"19711124MDEDB","4",1971-11-24,"Fall","Edmondson Senior High School Baltimore MD","Edmondson Senior High School","Baltimore","MD","High","Parking Lot","Outside on School Property","Yes","Afternoon Classes","Escalation of Dispute","No","No","No","No","5",-76.6802526,39.2968471
"19711108OKGRT","2",1971-11-08,"Fall","Grove Elementary School Tulsa OK","Grove Elementary School","Tulsa","OK","Elementary","Other","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","3",-95.8611437,36.0729538
"19711103NMCAC","3",1971-11-03,"Fall","Carlsbad Mid-High School Carlsbad NM","Carlsbad Mid-High School","Carlsbad","NM","6-12","Other","Inside School Building","Yes","Morning Classes","Psychosis","No","No","No","No","20",-104.2649209,32.4302794
"19711029MDFRB","2",1971-10-29,"Fall","Frederick Douglass High School Baltimore MD","Frederick Douglass High School","Baltimore","MD","High","Parking Lot","Outside on School Property","No","Dismissal","Escalation of Dispute","No","No","No","No","<10",-76.654405,39.3151677
"19711029MDFOB","2",1971-10-29,"Fall","Forest Park High School Baltimore MD","Forest Park High School","Baltimore","MD","High","Beside Building","Outside on School Property","Yes","Lunch","Escalation of Dispute","No","No","No","No","1",-76.6894252,39.3325577
"19711028MDCIB","2",1971-10-28,"Fall","City College High School Baltimore MD","City College High School","Baltimore","MD","High","Hallway","Inside School Building","Yes","Lunch","Escalation of Dispute","No","No","No","No","2",-76.5969191,39.3256435
"19710929VAPEP","2",1971-09-29,"Fall","Peabody Junior High School Petersburg VA","Peabody Junior High School","Petersburg","VA","Junior High","Classroom","Inside School Building","Yes",NA,"Indiscriminate Shooting",NA,"No","No","No","4",-77.4019267,37.2279279
"19710928MNCEM","2",1971-09-28,"Fall","Central High School Minneapolis MN","Central High School","Minneapolis","MN","High","Inside School Building","Inside School Building","Yes","Lunch","Escalation of Dispute","No","No","No","No",NA,-93.1477342,44.9492519
"19710924NYMCB","2",1971-09-24,"Fall","McKinley Vocational High School Buffalo NY","McKinley Vocational High School","Buffalo","NY","High","Classroom","Inside School Building","Yes",NA,"Escalation of Dispute","No","No","No","No","<5",-78.8789083,42.9372392
"19710909TXDUL","3",1971-09-09,"Fall","Dunbar High School Lubbock TX","Dunbar High School","Lubbock","TX","High","Inside School Building","Inside School Building","Yes","School Start","Escalation of Dispute","No","No","No","No","10",-101.8551665,33.5778631
"19710820PAMOM","3",1971-08-20,"Summer","Monessen High School Monessen PA","Monessen High School","Monessen","PA","High","Outside on School Property","Outside on School Property","No","Night","Racial","No","No","No","No","<10",-79.8710861,40.1393089
"19710527MIBES","2",1971-05-27,"Spring","Benton Harbor High School Saint Joseph MI","Benton Harbor High School","Saint Joseph","MI","High","Inside School Building","Inside School Building","Yes",NA,"Bullying","Yes","No","No","No","1",-86.457231,42.1024415
"19710405PAWIH","2",1971-04-05,"Spring","William Penn High School Harrisburg PA","William Penn High School","Harrisburg","PA","High","Cafeteria","Inside School Building","Yes",NA,"Domestic w/ Targeted Victim","No","Yes","No","No","5",-76.8982173,40.2932266
"19710225OHFRC","3",1971-02-25,"Winter","Franklin D. Roosevelt Junior High School Cleveland OH","Franklin D. Roosevelt Junior High School","Cleveland","OH","Junior High","Bathroom","Inside School Building","Yes",NA,"Escalation of Dispute",NA,"No","No","No","5",-81.6104739,41.5352632
"19710210TXOAD","3",1971-02-10,"Winter","Oak Cliff High School Dallas TX","Oak Cliff High School","Dallas","TX","High","Outside on School Property","Outside on School Property","Yes",NA,"Escalation of Dispute","No","No","No","No","2",-96.8743083,32.7203477
"19710205PAJOW","2",1971-02-05,"Winter","John F. Kennedy High School Willingboro PA","John F. Kennedy High School","Willingboro","PA","High","ND","ND","Yes","Unknown","Escalation of Dispute",NA,NA,"No","No",NA,-74.8821503,40.0312331
"19710202PAMOP","3",1971-02-02,"Winter","Morris E. Leeds Middle School Philadelphia PA","Morris E. Leeds Middle School","Philadelphia","PA","Middle","Outside on School Property","Outside on School Property","No",NA,"Anger Over Grade/Suspension/Discipline","No","No","No","Yes","1",-75.1652215,39.9525839
"19701212WIXAA","3",1970-12-12,"Winter","Xavier High School Appleton WI","Xavier High School","Appleton","WI","High","Inside School Building","Inside School Building","No","Night","Illegal Activity","No","No","No",NA,"1",-88.4333529,44.2487795
"19701027OHAPM","2",1970-10-27,"Fall","Appleseed Junior High School Mansfield OH","Appleseed Junior High School","Mansfield","OH","Junior High","Bathroom","Inside School Building","Yes","Morning Classes","Escalation of Dispute",NA,"No","No","No","1",-82.5154471,40.75839
"19701020TNWAN","2",1970-10-20,"Fall","Washington Junior High School Nashville TN","Washington Junior High School","Nashville","TN","Junior High","Hallway","Inside School Building","Yes","Lunch","Unknown","No","No","No","No","1",-86.8124993,36.1631124
"19701019TNBOM","2",1970-10-19,"Fall","Booker T. Washington High School Memphis TN","Booker T. Washington High School","Memphis","TN","High","Inside School Building","Inside School Building","Yes",NA,"Escalation of Dispute","No","No","No","No",NA,-90.0453491,35.1282997
"19701005MIPOD","2",1970-10-05,"Fall","Pontiac Central High School Detroit MI","Pontiac Central High School","Detroit","MI","High","Outside on School Property","Outside on School Property","Yes",NA,"Racial","No","No","No","No",NA,-83.1117827,42.3835891
"19700928IACED","2",1970-09-28,"Fall","Central High School Davenport IA","Central High School","Davenport","IA","High","Bathroom","Inside School Building","Yes",NA,"Domestic w/ Targeted Victim","No","Yes","No","No","1",-90.5764527,41.5312612
"19700914TNHAN","2",1970-09-14,"Fall","Hamilton High School Nashville TN","Hamilton High School","Nashville","TN","High","Hallway","Inside School Building","Yes",NA,"Escalation of Dispute","No","No","No","No",NA,-86.7816016,36.1626638
"19700831FLALM","2",1970-08-31,"Summer","Allapatah Elementary School Miami FL","Allapatah Elementary School","Miami","FL","Elementary","Inside School Building","Inside School Building","Yes","Dismissal","Racial","No","No","No","No",NA,-80.2265545,25.8003154
"19700828TXRIE","2",1970-08-28,"Summer","Riverside High School El Paso TX","Riverside High School","El Paso","TX","High","Outside on School Property","Outside on School Property","Yes","Lunch","Escalation of Dispute","No","No","No","No","<10",-106.3723188,31.7337929
"19700508FLCAD","2",1970-05-08,"Spring","Carver High School Delray Beach FL","Carver High School","Delray Beach","FL","High","Inside School Building","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","1",-80.1127271,26.4597462
"19700422DEPIW","3",1970-04-22,"Spring","Pierre S. Dupont High School Wilmington DE","Pierre S. Dupont High School","Wilmington","DE","High","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","1",-75.5483909,39.744655
"19700323CADAL","2",1970-03-23,"Spring","David Starr Jordan High School Long Beach CA","David Starr Jordan High School","Long Beach","CA","High","Beside Building","Outside on School Property","No","Night","Illegal Activity","No","No","No","No","<10",-118.1842171,33.8712899
"19700206OHJOC","2",1970-02-06,"Winter","John F. Kennedy High School Cleveland OH","John F. Kennedy High School","Cleveland","OH","High","Hallway","Inside School Building","Yes",NA,"Escalation of Dispute","No","No","No","No","4",-81.5741821,41.4439829
"19700105DCUNW","2",1970-01-05,"Winter","Unnamed High School Washington DC","Unnamed High School","Washington","DC","High","Playground","Outside on School Property","Yes",NA,"Illegal Activity","No","No","No","No","2",-77.0368707,38.9071923
"20200804PAKEP","3",2020-08-04,"Summer","Kelly Elementary School Pittsburg PA","Kelly Elementary School","Pittsburg","PA","Elementary","Beside Building","Outside on School Property","No","Not A School Day","Unknown","No","No","No","No",NA,-79.890122,40.440184
"19850418TNSOS","4",1985-04-18,"Spring","South Pittsburg High School South Pittsburg TN","South Pittsburg High School","South Pittsburg","TN","High","Office","Inside School Building","Yes","Morning Classes","Domestic w/ Targeted Victim","No","Yes","No","No","3",-85.709469,35.0062152
"20190522OHSAC","5",2019-05-22,"Spring","Shady Lane Elementary School Columbus OH","Shady Lane Elementary School","Columbus","OH","Elementary","Playground","Outside on School Property","No","Evening","Escalation of Dispute","No","No","No","No",NA,-82.8703797,39.945848
"20200830TXLOD","4",2020-08-30,"Summer","L.O. Donald Leadership Academy Dallas TX","L.O. Donald Leadership Academy","Dallas","TX","Elementary","Playground","Outside on School Property","No","Night","Illegal Activity","No","No","No","No","5",-96.887129,32.7325386
"20200904FLLOJ","3",2020-09-03,"Fall","Lone Star Elementary School Jacksonville FL","Lone Star Elementary School","Jacksonville","FL","Elementary","Beside Building","Outside on School Property","No","Night","Unknown","No","No","No","No",NA,-81.5284538,30.3374124
"20200916WAARG","3",2020-09-15,"Fall","Artondale Elementary School Gig Harbor WA","Artondale Elementary School","Gig Harbor","WA","Elementary","Beside Building","Outside on School Property","No","Evening","Illegal Activity","No","No","No","No",NA,-122.621496,47.294594
"20200915UTVIB","4",2020-09-15,"Fall","Viewmont High School Bountiful UT","Viewmont High School","Bountiful","UT","High","Front of School","Outside on School Property","No","Night","Psychosis","No","No","No","No",NA,-111.8831848,40.9000576
"20200909PAWEW","4",2020-09-09,"Fall","West Bradford Elementary School West Bradford Township PA","West Bradford Elementary School","West Bradford Township","PA","Elementary","Parking Lot","Outside on School Property","No","Evening","Escalation of Dispute","No","No","No","No","1",-75.7421459,39.9717893
"20200923PAWIW","4",2020-09-23,"Fall","William Tennent High School Warminster PA","William Tennent High School","Warminster","PA","High","Parking Lot","Outside on School Property","No","After School","Illegal Activity","No","No","No","No","2",-75.0703435,40.1838163
"20190127NVRER","5",2019-01-27,"Winter","Reno High School Reno NV","Reno High School","Reno","NV","High","Front of School","Outside on School Property","No","Night","Illegal Activity","No","No","No","No","0",-119.8278383,39.5176166
"20190918MNFOC","5",2019-10-18,"Fall","Fond Du Lac Ojibwe High School Cloquet MN","Fond Du Lac Ojibwe High School","Cloquet","MN","High","Outside on School Property","Outside on School Property","Yes",NA,"Domestic w/ Targeted Victim","No","Yes","No","No","1",-92.5129307,46.7110896
"20130129ALDAM","5",2013-01-29,"Winter","Dale County School Bus Midland City AL","Dale County School Bus","Midland City","AL","Elementary","School Bus","School Bus","Yes","Dismissal","Hostage/Standoff","No","No","No","Yes","5",-85.4938239,31.3190612
"20201005OKSOM","3",2020-10-05,"Fall","Southridge Junior High Moore OK","Southridge Junior High","Moore","OK","High","School Bus","School Bus","Yes","Before School","Unknown",NA,"No","No","No","1",-97.5494901,35.3276675
"20201005ARKIH","4",2020-10-05,"Fall","KIPP Delta Elementary School West Helena AR","KIPP Delta Elementary School","West Helena","AR","Elementary","Front of School","Outside on School Property","Yes","Dismissal","Domestic w/ Targeted Victim","No","Yes","No","No",NA,-90.6327882,34.54282
