"Incident_ID","Reliability","Date","Quarter","Full_Location","School","City","State","School_Level","Location","Location_Type","During_School","Time_Period","Situation","Bullied","Domestic_Violence","Gang_Related","Preplanned","Shots_Fired","lon","lat"
"19930415MAFOA","4",1993-04-15,"Spring","Ford Middle School Acushnet MA","Ford Middle School","Acushnet","MA","Middle","Office","Inside School Building","Yes","Unknown","Psychosis","No","No","No","No",NA,-70.9051055,41.72323
"19930325MOSUS","2",1993-03-25,"Spring","Sumner High School St. Louis MO","Sumner High School","St. Louis","MO","High","Hallway","Inside School Building","Yes","School Start","Domestic w/ Targeted Victim","No","Yes","No","No","1",-90.2389232,38.6596524
"19930318GAHAH","2",1993-03-18,"Spring","Harlem High School Harlem GA","Harlem High School","Harlem","GA","High","Hallway","Inside School Building","Yes","School Start","Bullying","Yes","No","No","No",NA,-82.3121063,33.4567437
"19930308VADOD","4",1993-03-08,"Spring","Dozier Middle School Denbigh VA","Dozier Middle School","Denbigh","VA","Middle","Parking Lot","Outside on School Property","Yes","School Start","Psychosis","No","No","No","No","1",-76.5521982,37.1635524
"19930208DCWAW","1",1993-02-08,"Winter","Washington-Dix Street Academy (High School) Washington DC","Washington-Dix Street Academy (High School)","Washington","DC","High","Hallway","Inside School Building","Yes","Morning Classes","Illegal Activity","No","No","No","No","1",-76.9472459,38.8927319
"19930204GACLA","2",1993-02-04,"Winter","Clayton High School Atlanta GA","Clayton High School","Atlanta","GA","High","Parking Lot","Outside on School Property","No","After School","Escalation of Dispute","No","No","No","No",NA,-84.4396972,33.6090778
"19930201NYAMA","2",1993-02-01,"Winter","Amityville High School Amityville NY","Amityville High School","Amityville","NY","High","Beside Building","Outside on School Property","Yes","Afternoon Classes","Escalation of Dispute",NA,"No","No","No","4",-73.4170673,40.6789893
"19930118KYEAG","4",1993-01-18,"Winter","East Carter High School Grayson KY","East Carter High School","Grayson","KY","High","Classroom","Inside School Building","Yes","Afternoon Classes","Hostage/Standoff","Yes","No","No","No","<10",-82.9335175,38.3246518
"19921214NYWAW","2",1992-12-14,"Winter","Walton High School Walton NY","Walton High School","Walton","NY","High","Classroom","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline","No","No","No","No","1",-75.1293351,42.1695296
"19921130ILORC","2",1992-11-30,"Fall","Orr High School Chicago IL","Orr High School","Chicago","IL","High","Beside Building","Outside on School Property","Yes","Dismissal","Escalation of Dispute","No","No","No","No","<10",-87.726435,41.893927
"19921124ALROM","1",1992-11-24,"Fall","Robert E. Lee High School Montgomery AL","Robert E. Lee High School","Montgomery","AL","High","Bathroom","Inside School Building","Yes",NA,"Escalation of Dispute","No","No","No","No","1",-86.2720297,32.3785812
"19921120ILTIC","2",1992-11-20,"Fall","Tilden High School Chicago IL","Tilden High School","Chicago","IL","High","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","4",-87.6423527,41.8075276
"19921116ALFAB","2",1992-11-16,"Fall","Fairfield High School Birmingham AL","Fairfield High School","Birmingham","AL","High","Hallway","Inside School Building","Yes",NA,"Illegal Activity","No","No","No","No","1",-86.9082481,33.4912583
"19921113TXLAC","1",1992-11-13,"Fall","Langham Creek High School Cypress TX","Langham Creek High School","Cypress","TX","High","Parking Lot","Outside on School Property","Yes","Afternoon Classes","Murder/Suicide","No","Yes","No","No","2",-95.677185,29.881309
"19920928CAHIS","3",1992-09-28,"Fall","Hiram Johnson High School Sacramento CA","Hiram Johnson High School","Sacramento","CA","High","Hallway","Inside School Building","Yes","Dismissal","Racial","No","No","No","No","2",-121.424904,38.5409007
"19920911TXPAA","3",1992-09-11,"Fall","Palo Duro High School Amarillo TX","Palo Duro High School","Amarillo","TX","High","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","6",-101.8245089,35.2283158
"19920606CAMEM","1",1992-06-06,"Summer","Merced High School Merced CA","Merced High School","Merced","CA","High","Gym","Inside School Building","No","School Event","Escalation of Dispute","No","No","No","No","1",-120.4727351,37.3203597
"19920514TXHUH","2",1992-05-14,"Spring","Huntsville Junior High School Huntsville TX","Huntsville Junior High School","Huntsville","TX","Junior High","Courtyard","Outside on School Property","Yes","School Start","Escalation of Dispute","No","No","No","No","1",-86.5748825,34.7237718
"19920514CASIN","2",1992-05-14,"Spring","Silverado Middle School Napa CA","Silverado Middle School","Napa","CA","Junior High","Classroom","Inside School Building","Yes","Morning Classes","Bullying","Yes","No","No","Yes","2",-122.2619264,38.2952878
"19920501CALIO","4",1992-05-01,"Spring","Lindhurst High School Olivehurst CA","Lindhurst High School","Olivehurst","CA","High","Hallway","Inside School Building","Yes","Afternoon Classes","Hostage/Standoff","No","No","No","Yes",">10",-121.537714,39.0835674
"19920409FLFOF","3",1992-04-09,"Spring","Fort Myers High School Fort Myers FL","Fort Myers High School","Fort Myers","FL","High","Field (General)","Outside on School Property","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","2",-81.8776644,26.6282483
"19920331LAOPA","2",1992-03-31,"Spring","O Perry Walker High School Algiers LA","O Perry Walker High School","Algiers","LA","High","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","1",-90.0142486,29.9214314
"19920305OHHAO","2",1992-03-05,"Spring","Hamilton Middle School Obetz OH","Hamilton Middle School","Obetz","OH","Middle","Cafeteria","Inside School Building","Yes","Lunch","Escalation of Dispute",NA,"No","No","No","5",-82.9873862,39.8573576
"19920226NYTHB","2",1992-02-26,"Winter","Thomas Jefferson High School Brooklyn NY","Thomas Jefferson High School","Brooklyn","NY","High","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute",NA,"No","No","No","1",-73.8948318,40.6669787
"19920207VABON","2",1992-02-07,"Winter","Booker T. Washington High School Norfolk VA","Booker T. Washington High School","Norfolk","VA","High","Beside Building","Outside on School Property","Yes","Lunch","Escalation of Dispute","No","No","No","No",NA,-76.2670004,36.8536088
"19920206OKDOO","2",1992-02-06,"Winter","Douglass High School Oklahoma City OK","Douglass High School","Oklahoma City","OK","High","Inside School Building","Inside School Building","Yes","Afternoon Classes","Escalation of Dispute","No","No","No","No","1",-97.4750999,35.4753502
"19920131LAFRG","2",1992-01-31,"Winter","Francis W. Gregory Junior High School Gentilly LA","Francis W. Gregory Junior High School","Gentilly","LA","Junior High","Hallway","Inside School Building","Yes","Afternoon Classes","Escalation of Dispute","No","No","No","No",NA,-90.0602893,30.0124722
"19920128LAFRG","2",1992-01-28,"Winter","Francis W. Gregory Junior High School Gentilly LA","Francis W. Gregory Junior High School","Gentilly","LA","Junior High","Beside Building","Outside on School Property",NA,NA,"Illegal Activity","No","No","No","No","1",-90.0602893,30.0124722
"19911125NYTHB","2",1991-11-25,"Fall","Thomas Jefferson High School Brooklyn NY","Thomas Jefferson High School","Brooklyn","NY","High","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","3",-73.8948318,40.6669787
"19911114TXMIH","2",1991-11-14,"Fall","Milby High School Houston TX","Milby High School","Houston","TX","High","Hallway","Inside School Building","Yes","Lunch","Escalation of Dispute",NA,"No","No","No","<10",-95.2774672,29.7107916
"19911106LAWAN","1",1991-11-06,"Fall","Walter L. Cohen Senior High School New Orleans LA","Walter L. Cohen Senior High School","New Orleans","LA","High","Parking Lot","Outside on School Property","No","After School","Drive-by Shooting","No","No","No","No","5",-90.0715323,29.9510658
"19911023TXOAD","2",1991-10-23,"Fall","Oak Cliff High School Dallas TX","Oak Cliff High School","Dallas","TX","High","Hallway","Inside School Building","Yes","School Start","Bullying","Yes","No","No","No","1",-96.8743083,32.7203477
"19911015SCWOW","2",1991-10-15,"Fall","Woodruff High School Woodruff SC","Woodruff High School","Woodruff","SC","High","Hallway","Inside School Building","Yes","Lunch","Bullying","Yes","No","No","No","<5",-82.0219285,34.7318476
"19911015NHMOS","2",1991-10-15,"Fall","Monadnock Regional High School Swanzey NH","Monadnock Regional High School","Swanzey","NH","High","Hallway","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline","No",NA,"No","Yes","1",-72.2811184,42.8737515
"19911009NYJAB","2",1991-10-09,"Fall","James Monroe High School Bronx NY","James Monroe High School","Bronx","NY","High","Outside on School Property","Outside on School Property","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","2",-73.8784716,40.832038
"19910918TXCRC","3",1991-09-18,"Fall","Crosby High School Crosby TX","Crosby High School","Crosby","TX","High","Cafeteria","Inside School Building","Yes","School Start","Escalation of Dispute","No","No","No","No","2",-95.0689904,29.8958617
"19910521FLSCP","3",1991-05-21,"Spring","School of Choice Pahokee FL","School of Choice","Pahokee","FL","Unknown","Beside Building","Outside on School Property","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","<10",-80.665335,26.8200607
"19910314SCWOP","3",1991-03-14,"Spring","Woodmont High School Piedmont SC","Woodmont High School","Piedmont","SC","High","Parking Lot","Outside on School Property","No","School Event","Escalation of Dispute","No","No","No","No",NA,-82.3585816,34.6885557
"19910313ALSES","3",1991-03-13,"Spring","Selma High School Selma AL","Selma High School","Selma","AL","High","Gym","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","1",-87.0226785,32.4284032
"19910219LABON","2",1991-02-19,"Winter","Booker T. Washington High School New Orleans LA","Booker T. Washington High School","New Orleans","LA","High","Outside on School Property","Outside on School Property","Yes","Lunch","Illegal Activity","No","No","No","No","4",-90.089026,29.9501475
"19901030TXNAG","2",1990-10-30,"Fall","Naaman Forest High School Garland TX","Naaman Forest High School","Garland","TX","High","Office","Inside School Building","No","Morning Classes","Anger Over Grade/Suspension/Discipline","No","No","No","No","2",-96.6377163,32.9578784
"19901029INCHC","2",1990-10-29,"Fall","Charlestown High School Charlestown IN","Charlestown High School","Charlestown","IN","High","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff","No","No","No","No","0",-85.6674178,38.4553294
"19900531TXSUF","2",1990-05-31,"Spring","Sunrise Elementary School Fort Worth TX","Sunrise Elementary School","Fort Worth","TX","Elementary","Playground","Outside on School Property","Yes","Morning Classes","Indiscriminate Shooting","No","No","No","No","4",-97.2372224,32.7118741
"19900520TNHIC","2",1990-05-20,"Spring","Hickman County High School Centerville TN","Hickman County High School","Centerville","TN","High","Hallway","Inside School Building","No","Not a School Day","Psychosis","No","No","No","No","2",-87.4293708,35.8083777
"19900504CAMOE","2",1990-05-04,"Spring","Mount Pleasant High School East San Jose CA","Mount Pleasant High School","East San Jose","CA","High","Hallway","Inside School Building","Yes",NA,"Racial","No","No","No","No",NA,-121.8081272,37.3465382
"19900403TXSKD","2",1990-04-03,"Spring","Skyline High School Dallas TX","Skyline High School","Dallas","TX","High","Hallway","Inside School Building","Yes",NA,"Escalation of Dispute","No","No","No","No","<10",-96.6900463,32.7805044
"19900327NYNEB","2",1990-03-27,"Spring","New Utrecht High School Brooklyn NY","New Utrecht High School","Brooklyn","NY","High","Hallway","Inside School Building","Yes","Morning Classes","Racial","No","No","No","No","1",-74.0031024,40.6132217
"19900220OHTAC","2",1990-02-20,"Winter","Taft High School Cincinnati OH","Taft High School","Cincinnati","OH","High","Outside on School Property","Outside on School Property","No","Dismissal","Escalation of Dispute","No","No","No","No","<10",-84.5230385,39.1092579
"19900116RICEP","2",1990-01-16,"Winter","Central High School Providence RI","Central High School","Providence","RI","High","Beside Building","Outside on School Property","Yes","Lunch","Bullying","Yes","No","No","No","4",-71.4214512,41.8165335
"19891212SCCHC","2",1989-12-12,"Winter","Chester High School Chester SC","Chester High School","Chester","SC","High","Courtyard","Outside on School Property","Yes","Dismissal","Escalation of Dispute","No","No","No","No","1",-81.202613,34.6880814
"19891205PASEM","2",1989-12-05,"Winter","Serra Catholic High School bus McKeesport PA","Serra Catholic High School bus","McKeesport","PA","High","School Bus","School Bus","No","Before School","Murder/Suicide","No","No","No","No","2",-79.8242137,40.3257376
"19891204LACAS","2",1989-12-04,"Winter","Caddo Magnet High School Shreveport LA","Caddo Magnet High School","Shreveport","LA","High","School Bus","School Bus","No","After School","Escalation of Dispute","No","No","No","No",NA,-93.7197482,32.4973042
"19891115TXWOA","2",1989-11-15,"Fall","Workman Junior High School Arlington TX","Workman Junior High School","Arlington","TX","Junior High","Parking Lot","Outside on School Property","Yes","Dismissal","Anger Over Grade/Suspension/Discipline","No","No","No","Yes","2",-97.1017951,32.685246
"19891005CALOA","3",1989-10-05,"Fall","Loara High School Anaheim CA","Loara High School","Anaheim","CA","High","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff","No","No","No","Yes","1",-117.9439948,33.8111268
"19890918KYJAM","2",1989-09-18,"Fall","Jackson County High School McKee KY","Jackson County High School","McKee","KY","High","Classroom","Inside School Building","Yes",NA,"Hostage/Standoff","Yes","No","No","No","2",-83.9861701,37.4370079
"19890426TXAMD","1",1989-04-26,"Spring","A Maceo Smith High School Dallas TX","A Maceo Smith High School","Dallas","TX","High","Parking Lot","Outside on School Property","Yes","School Start","Escalation of Dispute","No","Yes","No","No","5",-96.7912286,32.6912386
"19890303INWIG","4",1989-03-03,"Spring","Wirt High School Gary IN","Wirt High School","Gary","IN","High","Beside Building","Outside on School Property","Yes","Lunch","Escalation of Dispute","No","No","No","No","1",-87.263661,41.609951
"19890210UTTHK","2",1989-02-10,"Winter","Thomas Jefferson Junior High School Kearns UT","Thomas Jefferson Junior High School","Kearns","UT","Junior High","Parking Lot","Outside on School Property","Yes",NA,"Anger Over Grade/Suspension/Discipline",NA,"No","No","No",NA,-112.0257774,40.6448055
"19890126DCWOW","3",1989-01-26,"Winter","Woodrow Wilson HIgh School Washington DC","Woodrow Wilson HIgh School","Washington","DC","High","Parking Lot","Outside on School Property","Yes","Dismissal","Escalation of Dispute","No","No","No","No","11",-77.0770098,38.9496887
"19890117CACLS","2",1989-01-17,"Winter","Cleveland Elementary School Stockton CA","Cleveland Elementary School","Stockton","CA","Elementary","Beside Building","Outside on School Property","Yes",NA,"Indiscriminate Shooting",NA,"No","No","Yes","105",-121.3013282,37.9825723
"19881216VAATV","3",1988-12-16,"Winter","Atlantic Shores Christian School Virginia Beach VA","Atlantic Shores Christian School","Virginia Beach","VA","K-12","Classroom","Inside School Building","Yes","Morning Classes","Bullying","Yes","No","No","Yes",NA,-76.1843513,36.7604006
"19881122TXABA","2",1988-11-22,"Fall","Abilene Cooper High School Abilene TX","Abilene Cooper High School","Abilene","TX","High","Classroom","Inside School Building","Yes","Morning Classes","Anger Over Grade/Suspension/Discipline",NA,"No","No","No",NA,-99.7488642,32.4063785
"19881101FLPAJ","2",1988-11-01,"Fall","Paxon High School Jacksonville FL","Paxon High School","Jacksonville","FL","High","Inside School Building","Inside School Building","Yes",NA,"Escalation of Dispute",NA,NA,"No","No","2",-81.722805,30.344459
"19881007TXDIP","3",1988-10-07,"Fall","Dick Dowling Elementary School Port Arthur TX","Dick Dowling Elementary School","Port Arthur","TX","Elementary","School Bus","School Bus","Yes","Before School","Unknown","No","No","No","No","1",-94.0311775,29.8929525
"19881006ALMOM","2",1988-10-06,"Fall","Most Pure Heart of Mary School Mobile AL","Most Pure Heart of Mary School","Mobile","AL","Elementary","Classroom","Inside School Building","Yes",NA,"Domestic w/ Targeted Victim","No","Yes","No","No","<10",-88.0532326,30.6966263
"19881005MDEDB","2",1988-10-05,"Fall","Edmondson Westside Senior High School Baltimore MD","Edmondson Westside Senior High School","Baltimore","MD","High","Inside School Building","Inside School Building","Yes","Lunch","Escalation of Dispute","No","No","No","No",NA,-76.687831,39.2917249
"19881004LAISB","1",1988-10-04,"Fall","Istrouma Senior High School Baton Rouge LA","Istrouma Senior High School","Baton Rouge","LA","High","Parking Lot","Outside on School Property",NA,NA,"Escalation of Dispute","No","No","No","No",NA,-91.1598291,30.4790789
"19881003FLMAM","2",1988-10-03,"Fall","Mascotte Elementary School Mascotte FL","Mascotte Elementary School","Mascotte","FL","Elementary","Playground","Outside on School Property","Yes","Morning Classes","Indiscriminate Shooting",NA,"No","No","No","3",-81.8857122,28.5723712
"19880926SCOAG","3",1988-09-26,"Fall","Oakland Elementary School Greenwood SC","Oakland Elementary School","Greenwood","SC","Elementary","Cafeteria","Inside School Building","Yes","Lunch","Psychosis","Yes","No","No","No",NA,-82.1617883,34.1954001
"19880922ILMOC","3",1988-09-22,"Fall","Moses Montefoire Public School Chicago IL","Moses Montefoire Public School","Chicago","IL","Elementary","Front of School","Outside on School Property","Yes","Morning Classes","Psychosis","No","No","No","No",">20",-87.6666091,41.8648767
"19880902NCGAC","3",1988-09-02,"Fall","Garinger High School Charlotte NC","Garinger High School","Charlotte","NC","High","Football Field/Track","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No",NA,-80.7827716,35.2410036
"19880902GAGLA","3",1988-09-02,"Fall","Glen Hills High School Augusta GA","Glen Hills High School","Augusta","GA","High","Football Field/Track","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No",NA,-82.0683537,33.4277387
"19880831SCWEA","2",1988-08-31,"Summer","West Franklin Elementary School Anderson SC","West Franklin Elementary School","Anderson","SC","Elementary","Beside Building","Outside on School Property","Yes","Night","Illegal Activity","No","No","No","No","1",-82.6585364,34.4962502
"19880617MIJOD","3",1988-06-17,"Summer","Joy Middle School Detroit MI","Joy Middle School","Detroit","MI","Middle","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","2",-82.9866913,42.383971
"19880531NYPUB","2",1988-05-31,"Spring","Public School 67 Bronx NY","Public School 67","Bronx","NY","Elementary","Beside Building","Outside on School Property","Yes","Dismissal","Escalation of Dispute","No","No","No","No","1",-73.9288771,40.8360775
"19880520ILHUW","3",1988-05-20,"Spring","Hubbard Woods Elementary School Winnetka IL","Hubbard Woods Elementary School","Winnetka","IL","Elementary","Hallway; Beside Building","Both Inside/Outside","Yes","School Start","Psychosis","No","No","No","No",">20",-87.7457302,42.1143602
"19880516FLFOF","3",1988-05-16,"Spring","Fort Myers Middle School Fort Myers FL","Fort Myers Middle School","Fort Myers","FL","Middle","School Bus","School Bus","Yes","After School","Escalation of Dispute",NA,"No","No","No","1",-81.8650719,26.6197477
"19880324TXTRA","2",1988-03-24,"Spring","Travis High School Austin TX","Travis High School","Austin","TX","High","School Bus","School Bus","Yes","After School","Drive-by Shooting",NA,NA,"No","No","1",-97.7441854,30.2329676
"19880226RIBRB","3",1988-02-26,"Winter","Bristol High School Bristol RI","Bristol High School","Bristol","RI","High","Courtyard","Outside on School Property","Yes","Lunch","Escalation of Dispute","No","No","No","No","1",-71.4774291,41.5800945
"19880211FLPIL","2",1988-02-11,"Winter","Pinellas Park High School Largo FL","Pinellas Park High School","Largo","FL","High","Cafeteria","Inside School Building","Yes",NA,"Anger Over Grade/Suspension/Discipline","No","No","No","No",NA,-82.7238871,27.8807696
"19880202ALWET","2",1988-02-02,"Winter","West End Christian Elementary School Tuscaloosa AL","West End Christian Elementary School","Tuscaloosa","AL","Elementary","Classroom","Inside School Building","Yes","Morning Classes","Psychosis","No","No","No","No","0",-87.5296943,33.2006763
"19880129TXREA","2",1988-01-29,"Winter","Reagan High School Austin TX","Reagan High School","Austin","TX","High","Field (General)","Outside on School Property","No","Evening","Domestic w/ Targeted Victim","No","No","No","No","<10",-97.6898391,30.3224789
"19880108PACRM","2",1988-01-08,"Winter","Crawford County Joint Vocational Technical School Meadville PA","Crawford County Joint Vocational Technical School","Meadville","PA","High","Inside School Building","Inside School Building","Yes","Morning Classes","Unknown",NA,NA,"No",NA,"1",-80.1514484,41.6414438
"19880105PASPS","2",1988-01-05,"Winter","Springfield High School Springfield PA","Springfield High School","Springfield","PA","High","Basketball Court","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No","1",-75.3352088,39.9285555
"19871204NYEAN","3",1987-12-04,"Winter","East New York High School of Transit Technology New York NY","East New York High School of Transit Technology","New York","NY","High","Hallway","Inside School Building","Yes","Afternoon Classes","Domestic w/ Targeted Victim","No","No","No","No","2",-73.8753066,40.6788665
"19871130TXPES","2",1987-11-30,"Fall","Perales Elementary School San Antonio TX","Perales Elementary School","San Antonio","TX","Elementary","Parking Lot","Outside on School Property","Yes","Dismissal","Murder/Suicide","No","Yes","No","No","2",-98.548279,29.40919
"19871104MISOD","2",1987-11-04,"Fall","Southwestern High School Detroit MI","Southwestern High School","Detroit","MI","High","Parking Lot","Outside on School Property","Yes","Morning Classes","Illegal Activity","No","No","No","No","1",-83.10843,42.3031561
"19871030NCSOK","2",1987-10-30,"Fall","Southwood Elementary School Kingston NC","Southwood Elementary School","Kingston","NC","Elementary","Parking Lot","Outside on School Property","No","School Event","Escalation of Dispute","No","No","No","No","3",-77.5648602,35.2080661
"19870928ILILL","2",1987-09-28,"Fall","Illiana Christian High School Lansing IL","Illiana Christian High School","Lansing","IL","High","Inside School Building","Inside School Building","Yes","Afternoon Classes","Anger Over Grade/Suspension/Discipline",NA,"No","No","No","<5",-87.5101013,41.4193038
"19870503INPII","3",1987-05-03,"Spring","Pike Township High School Indianapolis IN","Pike Township High School","Indianapolis","IN","High","Hallway","Inside School Building","No","Not a School Day","Illegal Activity","No","No","No","No","1",-86.2768016,39.8600382
"19870430ORGRP","3",1987-04-30,"Spring","Grant High School Portland OR","Grant High School","Portland","OR","High","Outside on School Property","Outside on School Property","Yes","Afternoon Classes","Escalation of Dispute","No","No","No","No","3",-122.6265519,45.5390505
"19870416MIMUD","2",1987-04-16,"Spring","Murray-Wright High School Detroit MI","Murray-Wright High School","Detroit","MI","High","Inside School Building","Inside School Building","Yes","Lunch","Escalation of Dispute",NA,"No","No","No","<10",-83.0836558,42.3494717
"19870306TXRIE","2",1987-03-06,"Spring","Riverside High School El Paso TX","Riverside High School","El Paso","TX","High","Parking Lot","Outside on School Property","Yes","Lunch","Escalation of Dispute","No","No","No","No","<10",-106.3723188,31.7337929
"19870302MODED","2",1987-03-02,"Spring","Dekalb High School De Kalb MO","Dekalb High School","De Kalb","MO","High","Classroom","Inside School Building","Yes","Morning Classes","Bullying","Yes","No","No","No","2",-94.928894,39.5863189
"19870224NYMON","2",1987-02-24,"Winter","Mount Tom Country Day School New Rochelle NY","Mount Tom Country Day School","New Rochelle","NY","Other","Parking Lot","Outside on School Property","Yes","School Start","Escalation of Dispute","No","No","No","No","4",-73.7895765,40.8941889
"19870213AZORM","2",1987-02-13,"Winter","Orme School Mayer AZ","Orme School","Mayer","AZ","Other","Field (General)","Outside on School Property","No","Night","Anger Over Grade/Suspension/Discipline","No","No","No","Yes",">5",-112.0635198,34.4330283
"19870123MIRED","2",1987-01-23,"Winter","Redford High School Detroit MI","Redford High School","Detroit","MI","High","Inside School Building","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","5",-83.2529409,42.4120991
"19861204MTFEL","2",1986-12-04,"Winter","Fergus High School Lewistown MT","Fergus High School","Lewistown","MT","High","Classroom; Field","Both Inside/Outside","Yes",NA,"Anger Over Grade/Suspension/Discipline",NA,"No","No","No","4",-109.423892,47.053473
"19861008TXSOD","2",1986-10-08,"Fall","South Oak Cliff High School Dallas TX","South Oak Cliff High School","Dallas","TX","High","School Bus","School Bus","Yes","After School","Escalation of Dispute","No","No","No","No","1",-96.8167117,32.6996
"19860918CABEB","2",1986-09-18,"Fall","Benicia High School Benicia CA","Benicia High School","Benicia","CA","High","Outside on School Property","Outside on School Property","Yes","Afternoon Classes","Domestic w/ Targeted Victim","No","Yes","No","No","1",-122.1756587,38.0648321
"19860517TNMAN","2",1986-05-17,"Spring","Maplewood High School Nashville TN","Maplewood High School","Nashville","TN","High","Classroom","Inside School Building","Yes","Before School","Anger Over Grade/Suspension/Discipline","No","No","No","No","1",-86.7497302,36.2322308
"19860516WYCOC","2",1986-05-16,"Spring","Cokeville Elementary School Cokeville WY","Cokeville Elementary School","Cokeville","WY","Elementary","Cafeteria","Inside School Building","Yes","Afternoon Classes","Hostage/Standoff","No","No","No","Yes",">10",-110.9545322,42.0868722
"19860509NCPIF","2",1986-05-09,"Spring","Pine Forest High School Fayetteville NC","Pine Forest High School","Fayetteville","NC","High","Inside School Building","Inside School Building","Yes","Morning Classes","Escalation of Dispute","Yes","No","No","No","6",-78.88646,35.1547493
"19860429MOSES","2",1986-04-29,"Spring","Senath-Hornersville High School Senath MO","Senath-Hornersville High School","Senath","MO","High","Inside School Building","Inside School Building","Yes","Morning Classes","Bullying",NA,"No","No","No","1",-90.1625753,36.1273183
"19860423FLCHM","2",1986-04-23,"Spring","Charles Drew Middle School Miami FL","Charles Drew Middle School","Miami","FL","Middle","Basketball Court","Outside on School Property","Yes","Before School","Escalation of Dispute","No","No","No","No","2",-80.2263174,25.8304283
"19860306ILTHD","2",1986-03-06,"Spring","Thornridge High School Dolton IL","Thornridge High School","Dolton","IL","High","Classroom","Inside School Building","Yes",NA,"Anger Over Grade/Suspension/Discipline",NA,"No","No","No","<10",-87.5986872,41.6209271
"19860129MDLAB","2",1986-01-29,"Winter","Lake Clifton High School Baltimore MD","Lake Clifton High School","Baltimore","MD","High","Inside School Building","Inside School Building","Yes",NA,"Bullying","Yes","No","No","No","1",-76.5896443,39.3163674
"19860117CAVAL","2",1986-01-17,"Winter","Vanguard Junior High School Los Angeles CA","Vanguard Junior High School","Los Angeles","CA","Junior High","Outside on School Property","Outside on School Property","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","<5",-118.2436849,34.0522342
"19860109NCNOD","2",1986-01-09,"Winter","Northern High School Durham NC","Northern High School","Durham","NC","High","Parking Lot","Outside on School Property","No","After School","Domestic w/ Targeted Victim","No","Yes","No","No","<5",-78.9118029,36.093821
"19851210CTPOP","3",1985-12-10,"Winter","Portland Junior High School Portland CT","Portland Junior High School","Portland","CT","Junior High","Classroom","Inside School Building","Yes","Lunch","Anger Over Grade/Suspension/Discipline","No","No","No","No",NA,-73.087749,41.6032207
"19851209PAARP","2",1985-12-09,"Winter","Archbishop Ryan High School Philadelphia PA","Archbishop Ryan High School","Philadelphia","PA","High","Classroom","Inside School Building","Yes","Morning Classes","Psychosis",NA,"No","No","No","0",-74.9865324,40.0851683
"19851203NHCOC","3",1985-12-03,"Winter","Concord High School Concord NH","Concord High School","Concord","NH","High","Hallway","Inside School Building","Yes","Morning Classes","Hostage/Standoff","Yes","No","No",NA,"1",-71.551175,43.2004366
"19851126WASPS","2",1985-11-26,"Fall","Spanaway Junior High School Spanaway WA","Spanaway Junior High School","Spanaway","WA","Junior High","Gym","Outside on School Property","Yes","After School","Murder/Suicide","No","No","No","No","7",-122.4277165,47.1150727
"19851018MIMUD","2",1985-10-18,"Fall","Murray-Wright High School Detroit MI","Murray-Wright High School","Detroit","MI","High","Parking Lot","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No","6",-83.0836558,42.3494717
"19851008MDLAB","2",1985-10-08,"Fall","Lake Clifton High School Baltimore MD","Lake Clifton High School","Baltimore","MD","High","Outside on School Property","Outside on School Property","No","Dismissal","Escalation of Dispute","No","No","No","No","<10",-76.5896443,39.3163674
"19850920TXLAC","2",1985-09-20,"Fall","Langham Creek High School Cypress TX","Langham Creek High School","Cypress","TX","High","Cafeteria","Inside School Building","Yes","Lunch","Anger Over Grade/Suspension/Discipline","No","No","No","No","<6",-95.677185,29.881309
"19850909TXWHH","2",1985-09-09,"Fall","Wheatley High School Houston TX","Wheatley High School","Houston","TX","High","Cafeteria","Inside School Building","Yes","After School","Escalation of Dispute","No","No","No","No","1",-95.3195812,29.7709698
"19850904VAEAR","2",1985-09-04,"Fall","East End Middle School (bus) Richmond VA","East End Middle School (bus)","Richmond","VA","Middle","School Bus","School Bus","No","After School","Psychosis",NA,"No","No","No","3",-77.4038829,37.5288028
